# Room exit data — auto-generated by generate_test_data.sh
# Format: start_room_path	direction	destination_path
# Paths are relative to mudlib root (e.g., /d/snow/inn_hall)
/d/lee/r2	west	/d/lee/r1
/d/lee/r2	east	/d/lee/street
/d/lee/r1	southwest	/d/snow/egate
/d/lee/r1	east	/d/lee/r2
/d/kuxiao/gate	south	/d/kuxiao/alley
/d/kuxiao/gate	north	/d/kuxiao/yard
/d/kuxiao/yard	south	/d/kuxiao/gate
/d/kuxiao/yard	north	/d/kuxiao/hall
/d/kuxiao/yard	east	/d/kuxiao/training
/d/kuxiao/training	west	/d/kuxiao/yard
/d/kuxiao/alley	southwest	/d/snow/square_n
/d/kuxiao/alley	north	/d/kuxiao/gate
/d/kuxiao/hall	south	/d/kuxiao/yard
/d/kuxiao/hall	west	/d/kuxiao/quarters
/d/kuxiao/quarters	east	/d/kuxiao/hall
/d/lijun/teahouse_2f	down	/d/lijun/teahouse
/d/lijun/street	north	/d/lijun/entrance
/d/lijun/street	south	/d/lijun/dock
/d/lijun/street	east	/d/lijun/market
/d/lijun/street	west	/d/lijun/teahouse
/d/lijun/riverside_e	west	/d/lijun/dock
/d/lijun/riverside_e	north	/d/lijun/market
/d/lijun/teahouse	east	/d/lijun/street
/d/lijun/teahouse	south	/d/lijun/riverside_w
/d/lijun/teahouse	up	/d/lijun/teahouse_2f
/d/lijun/riverside_w	east	/d/lijun/dock
/d/lijun/riverside_w	north	/d/lijun/teahouse
/d/lijun/market	west	/d/lijun/street
/d/lijun/market	south	/d/lijun/riverside_e
/d/lijun/dock	north	/d/lijun/street
/d/lijun/dock	east	/d/lijun/riverside_e
/d/lijun/dock	west	/d/lijun/riverside_w
/d/lijun/dock	south	/d/lijun/riverbank
/d/lijun/ferry_south	north	/d/lijun/dock
/d/lijun/entrance	north	/d/road/wild_path1
/d/lijun/entrance	south	/d/lijun/street
/d/lijun/riverbank	north	/d/lijun/dock
/d/tianshi/gate	west	/d/tianshi/path
/d/tianshi/gate	north	/d/tianshi/courtyard
/d/tianshi/talisman_room	west	/d/tianshi/courtyard
/d/tianshi/hall	south	/d/tianshi/courtyard
/d/tianshi/hall	west	/d/tianshi/quarters
/d/tianshi/hall	north	/d/tianshi/altar
/d/tianshi/altar	south	/d/tianshi/hall
/d/tianshi/path	west	/d/wutang/temple
/d/tianshi/path	east	/d/tianshi/gate
/d/tianshi/quarters	east	/d/tianshi/hall
/d/tianshi/courtyard	south	/d/tianshi/gate
/d/tianshi/courtyard	north	/d/tianshi/hall
/d/tianshi/courtyard	east	/d/tianshi/talisman_room
/d/xuantian/gate	south	/d/xuantian/path
/d/xuantian/gate	north	/d/xuantian/hall
/d/xuantian/meditation	west	/d/xuantian/hall
/d/xuantian/hall	south	/d/xuantian/gate
/d/xuantian/hall	east	/d/xuantian/meditation
/d/xuantian/hall	west	/d/xuantian/library
/d/xuantian/hall	north	/d/xuantian/quarters
/d/xuantian/library	east	/d/xuantian/hall
/d/xuantian/path	south	/d/wutang/temple
/d/xuantian/path	north	/d/xuantian/gate
/d/xuantian/quarters	south	/d/xuantian/hall
/d/baihua/street	north	/d/baihua/entrance
/d/baihua/street	south	/d/baihua/lake
/d/baihua/street	west	/d/baihua/garden
/d/baihua/garden	east	/d/baihua/street
/d/baihua/garden	south	/d/baihua/melon_farm
/d/baihua/inn	west	/d/baihua/entrance
/d/baihua/inn	north	/d/baihua/shrine
/d/baihua/shrine	south	/d/baihua/inn
/d/baihua/road	north	/d/road/road4
/d/baihua/road	south	/d/baihua/entrance
/d/baihua/lake	north	/d/baihua/street
/d/baihua/entrance	north	/d/baihua/road
/d/baihua/entrance	south	/d/baihua/street
/d/baihua/entrance	east	/d/baihua/inn
/d/baihua/melon_farm	north	/d/baihua/garden
/d/zhenwu/barracks	west	/d/zhenwu/yard
/d/zhenwu/gate	south	/d/road/road3
/d/zhenwu/gate	north	/d/zhenwu/yard
/d/zhenwu/yard	south	/d/zhenwu/gate
/d/zhenwu/yard	north	/d/zhenwu/command
/d/zhenwu/yard	east	/d/zhenwu/barracks
/d/zhenwu/yard	west	/d/zhenwu/training
/d/zhenwu/training	east	/d/zhenwu/yard
/d/zhenwu/command	south	/d/zhenwu/yard
/d/road/wild_path2	west	/d/road/wild_path1
/d/road/wild_path2	east	/d/chixiao/entrance
/d/road/road2	south	/d/road/road1
/d/road/road2	north	/d/road/road3
/d/road/road2	east	/d/hudao/gate
/d/road/road2	west	/d/longan/entrance
/d/road/mountain_road1	southwest	/d/road/road1
/d/road/mountain_road1	north	/d/fengshan/gate
/d/road/road5	west	/d/road/road4
/d/road/road5	east	/d/wutang/wgate
/d/road/road5	southwest	/d/maoshan/gate
/d/road/wild_path1	north	/d/road/crossroad
/d/road/wild_path1	south	/d/lijun/entrance
/d/road/wild_path1	east	/d/road/wild_path2
/d/road/wild_path1	west	/d/weiguo/entrance
/d/road/mountain_road2	south	/d/road/crossroad
/d/road/mountain_road2	east	/d/baixiang/gate
/d/road/mountain_road2	west	/d/tianyue/mountain_path
/d/road/road1	south	/d/snow/ngate
/d/road/road1	north	/d/road/road2
/d/road/road1	northeast	/d/road/mountain_road1
/d/road/road4	west	/d/road/crossroad
/d/road/road4	east	/d/road/road5
/d/road/road4	south	/d/baihua/road
/d/road/road4	north	/d/jingji/entrance
/d/road/crossroad	west	/d/road/road3
/d/road/crossroad	east	/d/road/road4
/d/road/crossroad	north	/d/road/mountain_road2
/d/road/crossroad	south	/d/road/wild_path1
/d/road/road3	south	/d/road/road2
/d/road/road3	north	/d/zhenwu/gate
/d/road/road3	east	/d/road/crossroad
/d/choyin/yamen	west	/d/choyin/square
/d/choyin/sgate	north	/d/choyin/sstreet
/d/choyin/sgate	south	/d/choyin/choyin_road
/d/choyin/square	north	/d/choyin/nstreet
/d/choyin/square	south	/d/choyin/sstreet
/d/choyin/square	east	/d/choyin/yamen
/d/choyin/square	west	/d/choyin/temple
/d/choyin/ngate	north	/d/oldpine/road4
/d/choyin/ngate	south	/d/choyin/nstreet
/d/choyin/inn	west	/d/choyin/sstreet
/d/choyin/nstreet	north	/d/choyin/ngate
/d/choyin/nstreet	south	/d/choyin/square
/d/choyin/nstreet	east	/d/choyin/bookshop
/d/choyin/choyin_road	north	/d/choyin/sgate
/d/choyin/choyin_road	northeast	/d/wutang/sgate
/d/choyin/sstreet	north	/d/choyin/square
/d/choyin/sstreet	south	/d/choyin/sgate
/d/choyin/sstreet	east	/d/choyin/inn
/d/choyin/temple	east	/d/choyin/square
/d/choyin/temple	north	/d/baolian/mountain_path
/d/choyin/bookshop	west	/d/choyin/nstreet
/d/baixiang/gate	west	/d/road/mountain_road2
/d/baixiang/gate	north	/d/baixiang/courtyard
/d/baixiang/bell_tower	west	/d/baixiang/courtyard
/d/baixiang/meditation	east	/d/baixiang/main_hall
/d/baixiang/main_hall	south	/d/baixiang/courtyard
/d/baixiang/main_hall	west	/d/baixiang/meditation
/d/baixiang/courtyard	south	/d/baixiang/gate
/d/baixiang/courtyard	north	/d/baixiang/main_hall
/d/baixiang/courtyard	east	/d/baixiang/bell_tower
/d/tianyue/gate	south	/d/tianyue/mountain_path
/d/tianyue/gate	north	/d/tianyue/courtyard
/d/tianyue/meditation	west	/d/tianyue/hall
/d/tianyue/hall	south	/d/tianyue/courtyard
/d/tianyue/hall	east	/d/tianyue/meditation
/d/tianyue/hall	west	/d/tianyue/quarters
/d/tianyue/mountain_path	south	/d/road/mountain_road2
/d/tianyue/mountain_path	north	/d/tianyue/gate
/d/tianyue/quarters	east	/d/tianyue/hall
/d/tianyue/courtyard	south	/d/tianyue/gate
/d/tianyue/courtyard	north	/d/tianyue/hall
/d/maoshan/gate	northeast	/d/road/road5
/d/maoshan/gate	north	/d/maoshan/lingyun
/d/maoshan/gate	east	/d/maoshan/yinfeng
/d/maoshan/gate	west	/d/maoshan/huanwu
/d/maoshan/altar	south	/d/maoshan/lingyun
/d/maoshan/lingyun	south	/d/maoshan/gate
/d/maoshan/lingyun	north	/d/maoshan/altar
/d/maoshan/yinfeng	west	/d/maoshan/gate
/d/maoshan/huanwu	east	/d/maoshan/gate
/d/wutuo/needle_room	south	/d/wutuo/hall
/d/wutuo/garden	north	/d/wutuo/hall
/d/wutuo/hall	west	/d/wutuo/entrance
/d/wutuo/hall	north	/d/wutuo/needle_room
/d/wutuo/hall	south	/d/wutuo/garden
/d/wutuo/hall	east	/d/wutuo/quarters
/d/wutuo/quarters	west	/d/wutuo/hall
/d/wutuo/entrance	west	/d/wutang/herb_shop
/d/wutuo/entrance	east	/d/wutuo/hall
/d/jingji/yamen	west	/d/jingji/square
/d/jingji/street	south	/d/jingji/entrance
/d/jingji/street	north	/d/jingji/square
/d/jingji/square	south	/d/jingji/street
/d/jingji/square	north	/d/jingji/inn
/d/jingji/square	east	/d/jingji/yamen
/d/jingji/inn	south	/d/jingji/square
/d/jingji/entrance	south	/d/road/road4
/d/jingji/entrance	north	/d/jingji/street
/d/graveyard/grave1	southeast	/d/snow/wgate
/d/graveyard/grave1	north	/d/graveyard/grave2
/d/graveyard/grave2	south	/d/graveyard/grave1
/d/graveyard/grave2	north	/d/graveyard/grave3
/d/graveyard/grave2	east	/d/graveyard/tomb
/d/graveyard/tomb_inner	south	/d/graveyard/tomb
/d/graveyard/grave3	south	/d/graveyard/grave2
/d/graveyard/grave3	west	/d/graveyard/shrine
/d/graveyard/shrine	east	/d/graveyard/grave3
/d/graveyard/shrine	down	/d/hell/entrance
/d/graveyard/tomb	west	/d/graveyard/grave2
/d/graveyard/tomb	north	/d/graveyard/tomb_inner
/d/kangping/street	west	/d/kangping/entrance
/d/kangping/street	east	/d/kangping/square
/d/kangping/street	south	/d/kangping/cottage
/d/kangping/cottage	north	/d/kangping/street
/d/kangping/square	west	/d/kangping/street
/d/kangping/square	north	/d/kangping/inn
/d/kangping/square	east	/d/kangping/thatched_hall
/d/kangping/inn	south	/d/kangping/square
/d/kangping/thatched_hall	west	/d/kangping/square
/d/kangping/entrance	west	/d/oldpine/road3
/d/kangping/entrance	east	/d/kangping/street
/d/fengshan/gate	south	/d/road/mountain_road1
/d/fengshan/gate	north	/d/fengshan/path
/d/fengshan/path	south	/d/fengshan/gate
/d/fengshan/path	north	/d/fengshan/main_hall
/d/fengshan/quarters	east	/d/fengshan/main_hall
/d/fengshan/main_hall	south	/d/fengshan/path
/d/fengshan/main_hall	east	/d/fengshan/sword_arena
/d/fengshan/main_hall	west	/d/fengshan/quarters
/d/fengshan/sword_arena	west	/d/fengshan/main_hall
/d/lengmei/gate	west	/d/lengmei/road
/d/lengmei/gate	north	/d/lengmei/yard
/d/lengmei/yard	south	/d/lengmei/gate
/d/lengmei/yard	north	/d/lengmei/hall
/d/lengmei/yard	east	/d/lengmei/plum_garden
/d/lengmei/hall	south	/d/lengmei/yard
/d/lengmei/hall	west	/d/lengmei/quarters
/d/lengmei/road	west	/d/snow/egate
/d/lengmei/road	east	/d/lengmei/gate
/d/lengmei/quarters	east	/d/lengmei/hall
/d/lengmei/plum_garden	west	/d/lengmei/yard
/d/sanyen/street	north	/d/sanyen/entrance
/d/sanyen/street	east	/d/sanyen/temple
/d/sanyen/street	west	/d/sanyen/inn
/d/sanyen/inner_temple	south	/d/sanyen/temple
/d/sanyen/inn	east	/d/sanyen/street
/d/sanyen/temple	west	/d/sanyen/street
/d/sanyen/temple	north	/d/sanyen/inner_temple
/d/sanyen/pillar	west	/d/sanyen/entrance
/d/sanyen/entrance	north	/d/heifeng/road2
/d/sanyen/entrance	south	/d/sanyen/street
/d/sanyen/entrance	east	/d/sanyen/pillar
/d/buxuan/training	west	/d/buxuan/hall
/d/buxuan/garden	west	/d/buxuan/entrance
/d/buxuan/garden	east	/d/buxuan/study
/d/buxuan/hall	south	/d/buxuan/study
/d/buxuan/hall	east	/d/buxuan/training
/d/buxuan/hall	north	/d/buxuan/quarters
/d/buxuan/quarters	south	/d/buxuan/hall
/d/buxuan/entrance	west	/d/wutang/residence
/d/buxuan/entrance	east	/d/buxuan/garden
/d/buxuan/study	west	/d/buxuan/garden
/d/buxuan/study	north	/d/buxuan/hall
/d/oldpine/cliff	southwest	/d/oldpine/road3
/d/oldpine/road2	north	/d/oldpine/road1
/d/oldpine/road2	south	/d/oldpine/road3
/d/oldpine/road2	east	/d/oldpine/cave
/d/oldpine/road2	west	/d/oldpine/camp
/d/oldpine/cave_inner	south	/d/oldpine/cave
/d/oldpine/cave	west	/d/oldpine/road2
/d/oldpine/cave	north	/d/oldpine/cave_inner
/d/oldpine/road1	northwest	/d/snow/sgate
/d/oldpine/road1	south	/d/oldpine/road2
/d/oldpine/road4	north	/d/oldpine/road3
/d/oldpine/road4	south	/d/choyin/ngate
/d/oldpine/camp	east	/d/oldpine/road2
/d/oldpine/road3	north	/d/oldpine/road2
/d/oldpine/road3	south	/d/oldpine/road4
/d/oldpine/road3	northeast	/d/oldpine/cliff
/d/oldpine/road3	east	/d/kangping/entrance
/d/yinjiao/gate	south	/d/yinjiao/secret_passage
/d/yinjiao/gate	north	/d/yinjiao/hall
/d/yinjiao/training	west	/d/yinjiao/hall
/d/yinjiao/hall	south	/d/yinjiao/gate
/d/yinjiao/hall	east	/d/yinjiao/training
/d/yinjiao/hall	west	/d/yinjiao/cell
/d/yinjiao/hall	north	/d/yinjiao/quarters
/d/yinjiao/quarters	south	/d/yinjiao/hall
/d/yinjiao/cell	east	/d/yinjiao/hall
/d/yinjiao/secret_passage	south	/d/wutang/wushan_cave
/d/yinjiao/secret_passage	north	/d/yinjiao/gate
/d/weiguo/street	south	/d/weiguo/entrance
/d/weiguo/street	north	/d/weiguo/square
/d/weiguo/barracks	west	/d/weiguo/square
/d/weiguo/square	south	/d/weiguo/street
/d/weiguo/square	north	/d/weiguo/inn
/d/weiguo/square	east	/d/weiguo/barracks
/d/weiguo/inn	south	/d/weiguo/square
/d/weiguo/entrance	east	/d/road/wild_path1
/d/weiguo/entrance	north	/d/weiguo/street
/d/chixiao/inn	north	/d/chixiao/village_square
/d/chixiao/wishing_pool	south	/d/chixiao/village_square
/d/chixiao/entrance	west	/d/road/wild_path2
/d/chixiao/entrance	east	/d/chixiao/village_square
/d/chixiao/village_square	west	/d/chixiao/entrance
/d/chixiao/village_square	north	/d/chixiao/wishing_pool
/d/chixiao/village_square	south	/d/chixiao/inn
/d/hudao/inner_hall	south	/d/hudao/hall
/d/hudao/inner_hall	east	/d/hudao/armory
/d/hudao/gate	west	/d/road/road2
/d/hudao/gate	north	/d/hudao/hall
/d/hudao/training	west	/d/hudao/hall
/d/hudao/hall	south	/d/hudao/gate
/d/hudao/hall	north	/d/hudao/inner_hall
/d/hudao/hall	east	/d/hudao/training
/d/hudao/armory	west	/d/hudao/inner_hall
/d/snow/river1	south	/d/snow/npath3
/d/snow/river1	north	/d/chixiao/river2
/d/snow/bug_room	south	/d/snow/square_w
/d/snow/smithy	west	/d/snow/square_s
/d/snow/npath2	southeast	/d/snow/npath3
/d/snow/npath2	west	/d/snow/npath1
/d/snow/npath2	north	/d/month/a1
/d/snow/fireplace	out	/d/snow/inn_kitchen
/d/snow/ruin1	west	/d/snow/lane1
/d/snow/ruin1	east	/d/snow/egate
/d/snow/sgate	north	/d/snow/sstreet1
/d/snow/sgate	southeast	/d/oldpine/road1
/d/snow/sgate	west	/d/newcamp/gate
/d/snow/inn_kitchen	east	/d/snow/inn_hall
/d/snow/lane1	north	/d/snow/lane2
/d/snow/lane1	west	/d/snow/epath
/d/snow/lane1	east	/d/snow/ruin1
/d/snow/wstreet3	north	/d/snow/court
/d/snow/wstreet3	east	/d/snow/wstreet2
/d/snow/wstreet3	west	/d/snow/wgate
/d/snow/wgate	east	/d/snow/wstreet3
/d/snow/wgate	northwest	/d/graveyard/grave1
/d/snow/epath	east	/d/snow/lane1
/d/snow/epath	west	/d/snow/square_e
/d/snow/epath	south	/d/snow/herb_shop
/d/snow/square_n	north	/d/snow/nstreet1
/d/snow/square_n	south	/d/snow/square
/d/snow/square_n	northeast	/d/kuxiao/alley
/d/snow/bazar	west	/d/snow/sstreet1
/d/snow/bazar	east	/d/snow/warehouse
/d/snow/warehouse	west	/d/snow/bazar
/d/snow/square_sw	west	/d/snow/wstreet1
/d/snow/square_sw	east	/d/snow/square_s
/d/snow/square_sw	north	/d/snow/square_w
/d/snow/square_sw	south	/d/snow/dilapidated_manor
/d/snow/square	east	/d/snow/square_e
/d/snow/square	north	/d/snow/square_n
/d/snow/square	west	/d/snow/square_w
/d/snow/square	south	/d/snow/square_s
/d/snow/ngate	south	/d/snow/nstreet2
/d/snow/ngate	north	/d/road/road1
/d/snow/npath1	east	/d/snow/npath2
/d/snow/npath1	west	/d/snow/nstreet2
/d/snow/inn_hall	west	/d/snow/inn_kitchen
/d/snow/inn_hall	east	/d/snow/square_w
/d/snow/ruin2	north	/d/snow/riverbank
/d/snow/lane2	south	/d/snow/lane1
/d/snow/lane2	north	/d/snow/npath3
/d/snow/small_temple	west	/d/snow/nstreet1
/d/snow/store	east	/d/snow/sstreet1
/d/snow/sstreet1	south	/d/snow/sgate
/d/snow/sstreet1	north	/d/snow/square_s
/d/snow/sstreet1	west	/d/snow/store
/d/snow/sstreet1	east	/d/snow/bazar
/d/snow/ebridge	west	/d/snow/npath3
/d/snow/ebridge	east	/d/xueyin/entrance
/d/snow/herb_shop	north	/d/snow/epath
/d/snow/herb_shop	east	/d/longttu/entrance
/d/snow/school	north	/d/snow/wstreet1
/d/snow/court	south	/d/snow/wstreet3
/d/snow/court	north	/d/snow/military_camp
/d/snow/dilapidated_manor	north	/d/snow/square_sw
/d/snow/wstreet1	south	/d/snow/school
/d/snow/wstreet1	east	/d/snow/square_sw
/d/snow/wstreet1	west	/d/snow/wstreet2
/d/snow/egate	west	/d/snow/ruin1
/d/snow/egate	northeast	/d/lee/r1
/d/snow/egate	east	/d/lengmei/road
/d/snow/nstreet2	west	/d/snow/post_office
/d/snow/nstreet2	east	/d/snow/npath1
/d/snow/nstreet2	south	/d/snow/nstreet1
/d/snow/nstreet2	north	/d/snow/ngate
/d/snow/npath3	north	/d/snow/river1
/d/snow/npath3	south	/d/snow/lane2
/d/snow/npath3	northwest	/d/snow/npath2
/d/snow/npath3	east	/d/snow/ebridge
/d/snow/square_w	south	/d/snow/square_sw
/d/snow/square_w	west	/d/snow/inn_hall
/d/snow/square_w	east	/d/snow/square
/d/snow/square_w	north	/d/snow/bug_room
/d/snow/square_s	west	/d/snow/square_sw
/d/snow/square_s	east	/d/snow/smithy
/d/snow/square_s	north	/d/snow/square
/d/snow/square_s	south	/d/snow/sstreet1
/d/snow/wstreet2	east	/d/snow/wstreet1
/d/snow/wstreet2	west	/d/snow/wstreet3
/d/snow/square_e	east	/d/snow/epath
/d/snow/square_e	west	/d/snow/square
/d/snow/military_camp	south	/d/snow/court
/d/snow/post_office	east	/d/snow/nstreet2
/d/snow/nstreet1	south	/d/snow/square_n
/d/snow/nstreet1	north	/d/snow/nstreet2
/d/snow/nstreet1	east	/d/snow/small_temple
/d/snow/riverbank	south	/d/snow/ruin2
/d/snow/mill	out	/d/snow/lane2
/d/snow/tree	down	/d/snow/square
/d/heifeng/gate	south	/d/heifeng/road2
/d/heifeng/gate	north	/d/heifeng/yard
/d/heifeng/road2	west	/d/heifeng/road1
/d/heifeng/road2	north	/d/heifeng/gate
/d/heifeng/road2	south	/d/sanyen/entrance
/d/heifeng/road2	east	/d/heifeng/buddha
/d/heifeng/yard	south	/d/heifeng/gate
/d/heifeng/yard	north	/d/heifeng/hall
/d/heifeng/yard	east	/d/heifeng/cell
/d/heifeng/road1	west	/d/wutang/egate
/d/heifeng/road1	east	/d/heifeng/road2
/d/heifeng/hall	south	/d/heifeng/yard
/d/heifeng/buddha	west	/d/heifeng/road2
/d/heifeng/cell	west	/d/heifeng/yard
/d/baolian/gate	south	/d/baolian/mountain_path
/d/baolian/gate	north	/d/baolian/courtyard
/d/baolian/meditation	west	/d/baolian/hall
/d/baolian/hall	south	/d/baolian/courtyard
/d/baolian/hall	east	/d/baolian/meditation
/d/baolian/hall	west	/d/baolian/quarters
/d/baolian/mountain_path	south	/d/choyin/temple
/d/baolian/mountain_path	north	/d/baolian/gate
/d/baolian/quarters	east	/d/baolian/hall
/d/baolian/courtyard	south	/d/baolian/gate
/d/baolian/courtyard	north	/d/baolian/hall
/d/tianxie/gate	south	/d/tianxie/hidden_path
/d/tianxie/gate	north	/d/tianxie/yard
/d/tianxie/yard	south	/d/tianxie/gate
/d/tianxie/yard	north	/d/tianxie/hall
/d/tianxie/yard	east	/d/tianxie/training
/d/tianxie/training	west	/d/tianxie/yard
/d/tianxie/hidden_path	south	/d/manglin/path3
/d/tianxie/hidden_path	north	/d/tianxie/gate
/d/tianxie/hall	south	/d/tianxie/yard
/d/tianxie/hall	west	/d/tianxie/quarters
/d/tianxie/quarters	east	/d/tianxie/hall
/d/longan/street	south	/d/longan/entrance
/d/longan/street	north	/d/longan/square
/d/longan/square	south	/d/longan/street
/d/longan/square	north	/d/longan/inn
/d/longan/square	east	/d/longan/market
/d/longan/inn	south	/d/longan/square
/d/longan/market	west	/d/longan/square
/d/longan/entrance	south	/d/road/road2
/d/longan/entrance	north	/d/longan/street
/d/hell/tower_base	south	/d/hell/path
/d/hell/tower_base	up	/d/hell/tower_mid
/d/hell/tower_mid	down	/d/hell/tower_base
/d/hell/tower_mid	up	/d/hell/tower_top
/d/hell/tower_top	down	/d/hell/tower_mid
/d/hell/path	south	/d/hell/entrance
/d/hell/path	north	/d/hell/tower_base
/d/hell/entrance	up	/d/graveyard/shrine
